Round																	Score	Move
29	0	0	0	0	1	3	0	0	3	5	0	2	2	2	3	0	0	UP
30	1	3	3	2	3	5	0	0	2	2	0	0	0	1	0	0	24	LEFT
31	1	4	2	0	3	5	1	0	3	0	0	0	1	0	0	0	16	DOWN
32	0	1	0	0	1	0	0	0	4	4	2	0	1	5	1	0	0	UP
33	1	1	2	0	4	4	1	1	1	5	0	0	0	0	0	0	0	UP
34	1	1	2	1	4	4	1	0	1	5	1	0	0	0	0	0	36	RIGHT
35	0	2	2	1	1	0	5	1	0	1	5	1	0	0	0	0	8	RIGHT
36	0	2	3	1	0	1	5	1	0	1	5	1	0	0	0	0	0	LEFT
37	2	3	1	0	1	5	1	0	1	5	1	0	0	0	0	1	0	RIGHT
38	0	2	3	1	0	1	5	1	0	1	5	1	0	0	1	1	4	LEFT
39	2	3	1	0	1	5	1	0	1	5	1	2	2	0	0	0	72	UP
40	2	3	2	2	2	6	1	2	2	0	0	0	0	0	0	0	8	LEFT
41	2	3	3	0	2	6	1	2	2	0	0	1	0	0	0	0	16	LEFT
42	2	4	0	0	2	6	1	2	2	1	0	0	0	0	0	1	8	DOWN
43	0	0	0	1	0	4	0	0	2	6	0	2	3	1	1	1	4	RIGHT
44	0	2	0	1	0	0	0	4	0	2	6	2	0	3	1	2	0	RIGHT
45	0	0	2	1	0	0	1	4	0	2	6	2	0	3	1	2	8	UP
46	0	2	2	1	1	3	1	4	0	0	6	3	0	0	1	0	0	UP
47	1	2	2	1	0	3	1	4	0	0	6	3	1	0	1	0	4	UP
48	2	2	2	1	0	3	1	4	0	0	6	3	0	1	1	0	0	DOWN
49	0	0	2	0	1	2	1	1	0	3	6	4	2	1	1	3	8	RIGHT
50	0	0	0	2	0	1	2	2	0	3	6	4	1	2	2	3	8	UP
51	1	1	2	3	0	3	6	4	0	2	2	3	0	0	0	1	12	LEFT
52	2	2	3	0	3	6	4	0	3	3	0	0	1	0	1	0	28	LEFT
53	3	3	0	1	3	6	4	0	4	0	0	0	2	0	0	0	16	RIGHT
54	0	0	4	1	1	3	6	4	0	0	0	4	0	0	0	2	32	UP
55	1	3	4	1	0	0	6	5	0	0	0	2	0	1	0	0	0	UP
56	1	3	4	1	0	1	6	5	0	0	0	2	0	0	2	0	0	LEFT
57	1	3	4	1	1	6	5	0	2	0	2	0	2	0	0	0	8	LEFT
58	1	3	4	1	1	6	5	0	3	0	0	0	2	0	2	0	8	RIGHT
59	1	3	4	1	0	1	6	5	2	0	0	3	0	0	0	3	0	RIGHT
60	1	3	4	1	0	1	6	5	0	0	2	3	1	0	0	3	0	LEFT
61	1	3	4	1	1	6	5	0	2	3	0	0	1	3	1	0	20	DOWN
62	0	0	0	0	2	3	4	0	2	6	5	2	1	4	1	1	8	UP
63	3	3	4	2	1	6	5	1	0	4	1	0	0	1	0	0	16	RIGHT
64	0	4	4	2	1	6	5	1	1	0	4	1	0	0	0	1	32	RIGHT
65	0	1	5	2	1	6	5	1	0	1	4	1	0	0	0	1	68	DOWN
66	0	0	0	0	0	1	0	2	1	6	6	1	1	1	4	2	4	DOWN
67	1	0	0	0	0	1	0	2	0	6	6	1	2	1	4	2	0	DOWN
68	0	0	1	0	0	1	0	2	1	6	6	1	2	1	4	2	0	UP
69	1	1	1	2	2	6	6	1	0	1	4	2	0	0	0	1	0	DOWN
70	0	0	2	2	0	1	1	1	1	6	6	2	2	1	4	1	140	RIGHT
71	0	0	1	3	0	0	1	2	0	1	7	2	2	1	4	1	16	DOWN
72	0	0	1	0	0	0	2	3	0	0	7	3	2	2	4	1	8	RIGHT
73	0	0	0	1	1	0	2	3	0	0	7	3	0	3	4	1	0	RIGHT
74	0	0	0	1	0	1	2	3	0	0	7	3	2	3	4	1	16	DOWN
75	0	0	0	0	0	1	2	1	0	1	7	4	2	3	4	1	0	LEFT
76	0	0	0	1	1	2	1	0	1	7	4	0	2	3	4	1	0	LEFT
77	1	0	0	0	1	2	1	1	1	7	4	0	2	3	4	1	4	LEFT
78	1	1	0	0	1	2	2	0	1	7	4	0	2	3	4	1	12	LEFT
79	2	1	0	0	1	3	0	0	1	7	4	0	2	3	4	1	36	DOWN
80	0	1	0	0	2	3	0	0	2	7	1	0	2	3	5	1	8	DOWN
81	0	1	0	1	0	3	0	0	2	7	1	0	3	3	5	1	20	RIGHT
82	0	0	0	2	0	1	0	3	0	2	7	1	0	4	5	1	0	RIGHT
83	0	0	1	2	0	0	1	3	0	2	7	1	0	4	5	1	8	UP
84	0	2	2	2	0	4	7	3	0	0	5	2	0	1	0	0	0	UP
85	0	2	2	2	0	4	7	3	0	1	5	2	0	0	0	1	8	RIGHT
86	0	0	2	3	1	4	7	3	0	1	5	2	0	0	0	1	0	LEFT
87	2	3	0	0	1	4	7	3	1	5	2	2	1	0	0	0	8	LEFT
88	2	3	0	0	1	4	7	3	1	5	3	0	1	0	1	0	4	LEFT
89	2	3	0	2	1	4	7	3	1	5	3	0	2	0	0	0	4	UP
90	2	3	7	2	2	4	3	3	2	5	1	0	0	0	0	0	16	LEFT
91	2	3	7	2	2	4	4	0	2	5	1	0	0	0	0	1	32	LEFT
92	2	3	7	2	2	5	0	0	2	5	1	0	1	0	1	0	76	DOWN
93	0	0	0	0	2	0	1	0	3	3	7	0	1	6	2	2	24	LEFT
94	0	0	0	0	2	1	0	0	4	7	2	0	1	6	3	0	0	UP
95	2	1	2	0	4	7	3	0	1	6	0	0	2	0	0	0	0	RIGHT
96	2	2	1	2	0	4	7	3	0	0	1	6	0	0	0	2	8	RIGHT
97	0	3	1	2	0	4	7	3	0	0	1	6	0	2	0	2	8	RIGHT
98	0	3	1	2	0	4	7	3	0	0	1	6	1	0	0	3	0	LEFT
99	3	1	2	0	4	7	3	0	1	6	2	0	1	3	0	0	4	DOWN
100	0	1	0	0	3	7	2	1	4	6	3	0	2	3	2	0	0	RIGHT
101	0	0	0	1	3	7	2	1	1	4	6	3	0	2	3	2	0	LEFT
102	1	0	1	0	3	7	2	1	1	4	6	3	2	3	2	0	4	LEFT
103	2	0	0	1	3	7	2	1	1	4	6	3	2	3	2	0	0	RIGHT
104	0	0	2	1	3	7	2	1	1	4	6	3	1	2	3	2	16	DOWN
105	0	0	1	0	0	7	3	2	3	4	6	3	2	2	3	2	0	UP
106	3	7	1	2	2	4	3	3	0	2	6	2	0	1	3	0	16	LEFT
107	3	7	1	2	2	4	4	0	2	6	2	1	1	3	0	0	8	UP
108	3	7	1	2	3	4	4	1	1	6	2	0	2	3	0	0	32	LEFT
109	3	7	1	2	3	5	1	0	1	6	2	0	2	3	1	0	20	UP
110	4	7	2	2	1	5	2	0	2	6	1	0	0	3	0	1	8	RIGHT
111	0	4	7	3	0	1	5	2	0	2	6	1	1	0	3	1	4	UP
112	1	4	7	3	0	1	5	2	1	2	6	2	0	0	3	0	0	RIGHT
113	1	4	7	3	1	1	5	2	1	2	6	2	0	0	0	3	4	RIGHT
114	1	4	7	3	1	2	5	2	1	2	6	2	0	0	0	3	20	DOWN
115	0	0	0	0	1	0	7	3	1	4	5	3	2	3	6	3	0	LEFT
116	0	0	0	0	1	7	3	1	1	4	5	3	2	3	6	3	20	UP
117	2	7	3	1	2	4	5	4	0	3	6	1	0	0	0	0	8	DOWN
118	1	0	0	0	0	7	3	1	0	4	5	4	3	3	6	1	16	RIGHT
119	0	0	0	1	0	7	3	1	0	4	5	4	2	4	6	1	36	UP
120	2	7	3	2	0	5	5	4	0	0	6	1	0	0	0	1	64	RIGHT
121	2	7	3	2	0	1	6	4	0	0	6	1	0	0	0	1	132	UP
122	2	7	3	2	0	1	7	4	0	0	1	2	0	0	0	0	0	DOWN
123	0	0	0	0	0	1	3	2	0	7	7	4	2	1	1	2	260	RIGHT
124	0	0	0	0	0	1	3	2	0	0	8	4	1	2	2	2	0	DOWN
125	0	0	0	0	0	1	3	2	0	1	8	4	1	2	2	2	8	LEFT
126	0	0	0	0	1	3	2	1	1	8	4	0	1	3	2	0	0	RIGHT
127	2	0	0	0	1	3	2	1	0	1	8	4	0	1	3	2	0	LEFT
128	2	1	0	0	1	3	2	1	1	8	4	0	1	3	2	0	0	RIGHT
129	0	0	2	1	1	3	2	1	2	1	8	4	0	1	3	2	16	UP
130	1	3	3	2	2	2	8	4	0	0	3	2	0	1	0	0	24	LEFT
131	1	4	2	1	3	8	4	0	3	2	0	0	1	0	0	0	16	DOWN
132	1	0	0	0	1	4	0	0	4	8	2	0	1	2	4	1	4	DOWN
133	0	0	0	0	2	4	1	0	4	8	2	0	1	2	4	1	0	UP
134	2	4	1	1	4	8	2	0	1	2	4	1	0	0	0	0	4	LEFT
135	2	4	2	0	4	8	2	0	1	2	4	1	0	0	1	0	8	DOWN
136	2	0	0	0	2	4	3	0	4	8	4	0	1	2	1	1	8	DOWN
137	0	0	0	1	3	4	3	0	4	8	4	0	1	2	1	1	4	LEFT
138	1	0	0	0	3	4	3	0	4	8	4	1	1	2	2	0	0	DOWN
139	1	0	1	0	3	4	3	0	4	8	4	0	1	2	2	1	12	RIGHT
140	0	1	0	2	0	3	4	3	0	4	8	4	0	1	3	1	0	RIGHT
141	0	1	1	2	0	3	4	3	0	4	8	4	0	1	3	1	4	RIGHT
142	0	0	2	2	2	3	4	3	0	4	8	4	0	1	3	1	8	RIGHT
143	0	0	0	3	2	3	4	3	1	4	8	4	0	1	3	1	16	DOWN
144	0	0	1	0	0	3	4	4	2	4	8	4	1	1	3	1	36	RIGHT
145	0	0	0	1	0	1	3	5	2	4	8	4	0	2	3	1	0	DOWN
146	1	0	0	1	0	1	3	5	0	4	8	4	2	2	3	1	12	RIGHT
147	0	0	1	2	0	1	3	5	0	4	8	4	0	3	3	1	0	UP
148	0	1	1	2	1	4	3	5	0	3	8	4	0	0	3	1	0	DOWN
149	0	2	1	2	0	1	3	5	0	4	8	4	1	3	3	1	16	LEFT
150	2	1	2	0	1	3	5	0	4	8	4	0	1	4	1	1	4	LEFT
151	2	1	2	0	1	3	5	0	4	8	4	1	1	4	2	0	0	DOWN
152	2	1	2	0	1	3	5	0	4	8	4	1	1	4	2	1	4	DOWN
153	2	1	2	0	1	3	5	0	4	8	4	2	1	4	2	2	8	LEFT
154	2	1	2	0	1	3	5	0	4	8	4	2	1	4	3	1	0	UP
155	2	1	2	2	1	3	5	1	4	8	4	0	1	4	3	1	8	RIGHT
156	2	2	1	3	1	3	5	1	0	4	8	4	1	4	3	1	36	UP
157	2	2	1	3	2	3	5	1	0	5	8	4	1	0	3	1	8	RIGHT
158	0	3	1	3	2	3	5	1	0	5	8	4	1	1	3	1	16	UP
159	2	4	1	3	1	5	5	1	1	1	8	4	0	0	3	1	4	UP
160	2	4	1	3	2	5	5	1	2	1	8	4	0	0	3	1	8	UP
161	3	4	1	3	2	5	5	1	0	1	8	4	2	0	3	1	8	UP
162	3	4	1	3	3	5	5	1	1	1	8	4	0	0	3	1	16	UP
163	4	4	1	3	1	5	5	1	0	1	8	4	0	1	3	1	4	UP
164	4	4	1	3	1	5	5	1	0	2	8	4	1	0	3	1	4	UP
165	4	4	1	3	2	5	5	1	0	2	8	4	2	0	3	1	8	UP
166	4	4	1	3	3	5	5	1	0	2	8	4	0	2	3	1	8	UP
167	4	4	1	3	3	5	5	1	0	3	8	4	0	1	3	1	96	RIGHT
168	0	5	1	3	0	3	6	1	1	3	8	4	0	1	3	1	16	DOWN
169	0	0	1	3	1	5	6	1	0	4	8	4	1	1	3	1	4	RIGHT
170	1	0	1	3	1	5	6	1	0	4	8	4	0	2	3	1	4	DOWN
171	0	0	1	3	1	5	6	1	0	4	8	4	2	2	3	1	8	RIGHT
172	0	1	1	3	1	5	6	1	0	4	8	4	0	3	3	1	20	LEFT
173	2	3	0	0	1	5	6	1	4	8	4	0	4	1	1	0	4	LEFT
174	2	3	1	0	1	5	6	1	4	8	4	0	4	2	0	0	32	UP
175	2	3	1	1	1	5	6	0	5	8	4	0	1	2	0	0	4	LEFT
176	2	3	2	0	1	5	6	1	5	8	4	0	1	2	0	0	0	RIGHT
177	0	2	3	2	1	5	6	1	0	5	8	4	0	2	1	2	64	UP
178	1	2	3	2	0	6	6	1	0	2	8	4	1	0	1	2	4	UP
179	2	2	3	2	0	6	6	1	0	2	8	4	1	0	1	2	0	UP
180	2	2	3	2	1	6	6	1	1	2	8	4	0	0	1	2	4	UP
181	2	2	3	2	2	6	6	1	0	2	8	4	0	1	1	2	140	LEFT
182	3	3	2	0	2	7	1	1	2	8	4	0	2	2	0	0	8	UP
183	3	3	2	1	3	7	1	0	2	8	4	0	0	2	0	1	16	RIGHT
184	0	4	2	1	0	3	7	1	1	2	8	4	0	0	2	1	4	DOWN
185	0	0	2	0	0	4	7	2	1	3	8	4	1	2	2	1	4	DOWN
186	0	0	2	0	1	4	7	2	0	3	8	4	2	2	2	1	8	RIGHT
187	0	0	1	2	1	4	7	2	0	3	8	4	0	2	3	1	8	DOWN
188	0	0	1	1	0	4	7	3	0	3	8	4	1	2	3	1	4	RIGHT
189	0	0	1	2	0	4	7	3	0	3	8	4	1	2	3	1	0	UP
190	1	4	1	2	2	3	7	3	0	2	8	4	0	0	3	1	0	DOWN
191	1	0	1	2	0	4	7	3	1	3	8	4	2	2	3	1	12	RIGHT
192	0	2	2	2	0	4	7	3	1	3	8	4	0	3	3	1	16	DOWN
193	1	0	2	2	0	2	7	3	0	4	8	4	1	4	3	1	8	RIGHT
194	0	2	1	3	0	2	7	3	0	4	8	4	1	4	3	1	56	DOWN
195	0	0	1	0	0	2	7	4	0	3	8	4	1	5	3	1	0	RIGHT
196	0	0	0	1	1	2	7	4	0	3	8	4	1	5	3	1	36	DOWN
197	0	0	0	2	0	2	7	1	0	3	8	5	2	5	3	1	0	LEFT
198	2	0	0	0	2	7	1	1	3	8	5	0	2	5	3	1	12	DOWN
199	0	1	0	0	3	7	1	0	3	8	5	0	2	5	3	2	0	LEFT
200	1	0	2	0	3	7	1	0	3	8	5	0	2	5	3	2	16	UP
201	1	7	2	2	4	8	1	0	2	5	5	0	2	0	3	0	8	UP
202	1	7	2	2	4	8	1	0	3	5	5	0	0	1	3	0	72	LEFT
203	1	7	3	0	4	8	1	0	3	6	0	2	1	3	0	0	0	UP
204	1	7	3	2	4	8	1	0	3	6	0	0	1	3	1	0	4	UP
205	1	7	3	2	4	8	2	2	3	6	0	0	1	3	0	0	8	LEFT
206	1	7	3	2	4	8	3	0	3	6	0	2	1	3	0	0	0	LEFT
207	1	7	3	2	4	8	3	0	3	6	2	0	1	3	1	0	16	UP
208	1	7	4	2	4	8	2	0	3	6	1	0	1	3	0	1	0	LEFT
209	1	7	4	2	4	8	2	0	3	6	1	1	1	3	1	0	4	LEFT
210	1	7	4	2	4	8	2	0	3	6	2	1	1	3	1	0	8	UP
211	1	7	4	2	4	8	3	1	3	6	1	0	1	3	2	0	0	RIGHT
212	1	7	4	2	4	8	3	1	2	3	6	1	0	1	3	2	0	LEFT
213	1	7	4	2	4	8	3	1	2	3	6	1	1	3	2	2	20	UP
214	1	7	4	2	4	8	3	2	2	4	6	2	1	1	2	0	4	LEFT
215	1	7	4	2	4	8	3	2	2	4	6	2	2	2	0	1	16	UP
216	1	7	4	3	4	8	3	2	3	4	6	1	0	2	1	0	0	DOWN
217	1	7	4	0	1	8	3	3	4	4	6	2	3	2	1	1	52	LEFT
218	1	7	4	2	1	8	4	0	5	6	2	0	3	2	2	0	44	UP
219	2	7	5	2	5	8	3	0	3	6	0	0	1	2	0	0	0	RIGHT
220	2	7	5	2	0	5	8	3	0	0	3	6	0	1	1	2	4	LEFT
221	2	7	5	2	5	8	3	1	3	6	0	0	2	2	0	0	8	LEFT
222	2	7	5	2	5	8	3	1	3	6	0	1	3	0	0	0	20	UP
223	2	7	5	2	5	8	3	2	4	6	0	0	0	0	1	0	8	UP
224	2	7	5	3	5	8	3	2	4	6	1	0	0	0	0	0	0	RIGHT
225	2	7	5	3	5	8	3	2	0	4	6	1	1	0	0	0	0	LEFT
226	2	7	5	3	5	8	3	2	4	6	1	0	1	1	0	0	4	LEFT
227	2	7	5	3	5	8	3	2	4	6	1	0	2	0	0	1	0	LEFT
228	2	7	5	3	5	8	3	2	4	6	1	0	2	1	1	0	4	LEFT
229	2	7	5	3	5	8	3	2	4	6	1	0	2	2	0	1	8	LEFT
230	2	7	5	3	5	8	3	2	4	6	1	1	3	1	0	0	4	LEFT
231	2	7	5	3	5	8	3	2	4	6	2	0	3	1	0	2	8	UP
232	2	7	5	3	5	8	3	3	4	6	2	0	3	1	1	0	20	LEFT
233	2	7	5	3	5	8	4	0	4	6	2	0	3	2	1	0	0	DOWN
234	2	7	5	1	5	8	4	0	4	6	2	0	3	2	1	3	0	UP
235	2	7	5	1	5	8	4	3	4	6	2	2	3	2	1	0	8	LEFT
236	2	7	5	1	5	8	4	3	4	6	3	1	3	2	1	0	0	DOWN
237	2	7	5	1	5	8	4	1	4	6	3	3	3	2	1	1	20	LEFT
238	2	7	5	1	5	8	4	1	4	6	4	1	3	2	2	0	36	UP
239	2	7	5	2	5	8	5	1	4	6	2	0	3	2	1	0	0	RIGHT
240	2	7	5	2	5	8	5	1	0	4	6	2	1	3	2	1	64	UP
241	2	7	6	2	5	8	6	1	1	4	2	2	0	3	2	1	136	UP
242	2	7	7	2	5	8	3	1	1	4	0	2	0	3	1	1	260	LEFT
243	2	8	2	1	5	8	3	1	1	4	2	0	3	2	0	0	516	DOWN
244	2	1	0	0	5	9	2	0	1	4	3	0	3	2	2	2	8	LEFT
245	2	1	0	0	5	9	2	0	1	4	3	2	3	3	2	0	16	RIGHT
246	0	1	2	1	0	5	9	2	1	4	3	2	0	0	4	2	8	DOWN
247	1	0	2	0	0	1	9	1	0	5	3	2	1	4	4	3	4	DOWN
248	0	0	2	1	0	1	9	1	0	5	3	2	2	4	4	3	4	DOWN
249	0	0	2	0	0	1	9	2	1	5	3	2	2	4	4	3	32	LEFT
250	2	0	0	2	1	9	2	0	1	5	3	2	2	5	3	0	8	LEFT
251	3	0	0	0	1	9	2	0	1	5	3	2	2	5	3	1	0	RIGHT
252	0	0	1	3	0	1	9	2	1	5	3	2	2	5	3	1	88	UP
253	1	1	1	3	2	6	9	3	0	0	4	1	0	0	1	0	16	DOWN
254	0	0	1	0	0	1	9	0	1	1	4	4	2	6	1	1	40	LEFT
255	1	0	0	0	1	9	0	0	2	5	0	1	2	6	2	0	0	LEFT
256	1	0	1	0	1	9	0	0	2	5	1	0	2	6	2	0	4	LEFT
257	2	0	0	0	1	9	0	1	2	5	1	0	2	6	2	0	0	RIGHT
258	0	0	0	2	2	1	9	1	0	2	5	1	0	2	6	2	12	DOWN
259	0	0	0	0	1	0	9	2	0	1	5	2	2	3	6	2	0	RIGHT
260	0	0	0	0	0	1	9	2	1	1	5	2	2	3	6	2	4	RIGHT
261	0	0	0	1	0	1	9	2	0	2	5	2	2	3	6	2	0	LEFT
262	1	0	0	0	1	9	2	0	2	5	2	1	2	3	6	2	20	DOWN
263	0	0	1	0	0	9	0	0	2	5	3	1	3	3	6	2	0	DOWN
264	0	0	0	0	0	9	1	1	2	5	3	1	3	3	6	2	4	DOWN
265	1	0	0	0	0	9	1	0	2	5	3	2	3	3	6	2	16	RIGHT
266	0	0	1	1	0	0	9	1	2	5	3	2	0	4	6	2	4	RIGHT
267	1	0	0	2	0	0	9	1	2	5	3	2	0	4	6	2	8	UP
268	1	5	9	2	2	4	3	1	0	0	6	3	0	0	1	0	0	LEFT
269	1	5	9	2	2	4	3	1	6	3	0	0	1	0	0	1	4	UP
270	1	5	9	2	2	4	3	2	6	3	0	0	1	0	0	1	4	RIGHT
271	1	5	9	2	2	4	3	2	0	1	6	3	0	0	0	2	8	UP
272	1	5	9	3	2	4	3	3	1	1	6	2	0	0	0	0	20	RIGHT
273	1	5	9	3	0	2	4	4	0	2	6	2	0	0	1	0	32	LEFT
274	1	5	9	3	2	5	0	0	2	6	2	0	1	0	0	2	0	LEFT
275	1	5	9	3	2	5	0	2	2	6	2	0	1	2	0	0	0	LEFT
276	1	5	9	3	2	5	2	0	2	6	2	1	1	2	0	0	80	UP
277	1	6	9	3	3	6	3	1	1	2	0	0	1	0	0	0	132	DOWN
278	0	0	0	0	1	1	0	0	3	7	9	3	2	2	3	1	12	LEFT
279	0	0	1	0	2	0	0	0	3	7	9	3	3	3	1	0	16	UP
280	2	7	1	3	4	3	9	0	0	0	1	0	0	0	1	0	4	UP
281	2	7	1	3	4	3	9	0	0	0	2	1	0	0	0	0	0	LEFT
282	2	7	1	3	4	3	9	0	2	1	0	0	0	0	1	0	0	DOWN
283	0	0	1	0	2	7	1	0	4	3	9	0	2	1	1	3	4	DOWN
284	0	0	0	1	2	7	2	0	4	3	9	0	2	1	1	3	4	LEFT
285	1	0	0	0	2	7	2	0	4	3	9	0	2	2	3	2	8	LEFT
286	1	0	1	0	2	7	2	0	4	3	9	0	3	3	2	0	16	DOWN
287	1	0	1	0	2	2	2	0	4	7	9	0	3	4	2	0	12	RIGHT
288	0	1	0	2	0	0	2	3	0	4	7	9	0	3	4	2	0	DOWN
289	0	0	0	2	0	1	2	3	0	4	7	9	2	3	4	2	0	LEFT
290	2	0	0	0	1	2	3	0	4	7	9	2	2	3	4	2	0	RIGHT
291	0	2	0	2	0	1	2	3	4	7	9	2	2	3	4	2	8	RIGHT
292	0	0	1	3	0	1	2	3	4	7	9	2	2	3	4	2	24	DOWN
293	2	0	1	0	0	1	2	0	4	7	9	4	2	3	4	3	0	DOWN
294	1	0	1	0	2	1	2	0	4	7	9	4	2	3	4	3	4	RIGHT
295	1	0	0	2	0	2	1	2	4	7	9	4	2	3	4	3	8	UP
296	1	2	1	3	4	7	9	4	2	3	4	3	2	0	0	0	8	UP
297	1	2	1	3	4	7	9	4	3	3	4	3	0	0	0	2	16	LEFT
298	1	2	1	3	4	7	9	4	4	4	3	2	2	0	0	0	32	UP
299	1	2	1	3	5	7	9	4	2	4	3	2	0	0	1	0	0	LEFT
300	1	2	1	3	5	7	9	4	2	4	3	2	1	0	1	0	4	RIGHT
301	1	2	1	3	5	7	9	4	2	4	3	2	0	2	0	2	8	UP
302	1	2	1	3	5	7	9	4	2	4	3	3	0	2	0	1	16	RIGHT
303	1	2	1	3	5	7	9	4	1	2	4	4	0	0	2	1	32	DOWN
304	1	0	1	0	1	2	9	3	5	7	4	5	1	2	2	1	4	DOWN
305	1	0	1	0	2	2	9	3	5	7	4	5	1	2	2	1	0	UP
306	1	2	1	3	2	7	9	5	5	2	4	1	1	2	2	0	8	DOWN
307	1	2	1	0	2	2	9	3	5	7	4	5	1	3	2	1	8	DOWN
308	1	0	1	1	2	3	9	3	5	7	4	5	1	3	2	1	4	RIGHT
309	1	0	1	2	2	3	9	3	5	7	4	5	1	3	2	1	4	RIGHT
310	0	2	2	2	2	3	9	3	5	7	4	5	1	3	2	1	8	RIGHT
311	0	1	2	3	2	3	9	3	5	7	4	5	1	3	2	1	16	DOWN
312	0	1	2	1	2	3	9	4	5	7	4	5	1	3	2	1	0	LEFT
313	1	2	1	2	2	3	9	4	5	7	4	5	1	3	2	1	0	OVER
